,base_new,base_lat,transl,POS
14569,эсиб-,esib,измазаться,verb
14585,э̄скэ-,eske,славить,verb
14586,э̄скэб-,eskeb,славиться,verb
14594,эссу-,essu,подшивать,verb
14614,эт-,et,одолевать,verb
14615,эт-,et,уставать,verb
14660,этэкэн-,eteken,побежать,verb
14661,этэкэсэн-,etekesen,побежать,verb
14662,этэкэт-,eteket,щипать,verb
14658,этэклэ-,etekle,отщипнуть,verb
14618,этел-,eťel,разорвать,verb
14663,этэлби-,etelbi,обертываться,verb
14670,э̄тэр-,eter,плакать,verb
14675,э̄тэрэл-,eterel,заплакать,verb
14671,этэргэм-,etergem,пахнуть.муравьями,verb
14681,э̄тэсэг-,eteseg,снимать,verb
14656,этэ̄вкит-,etewkit,сниться,verb
14620,этикэлбэ-,etikelbe,выйти,verb
14623,этикэӈ-,etikeŋ,выйти,verb
14625,этилби-,etilbi,укрыть,verb
14637,эткэчукэн-,etkečuken,ронять,verb
14638,эткэчукэт-,etkečuket,ронять,verb
14631,эткэӈчи-,etkeŋči,упасть,verb
14634,эткэт-,etket,падать,verb
14640,эту-,etu,стеречь,verb
14645,этуклэт-,etuklet,пользоваться,verb
14650,этуркэ-,eturke,обижать,verb
13700,эв-,ew,спускаться,verb
13707,эвдэт-,ewdet,сесть,verb
13766,эвэ-,ewe,закрывать,verb
13768,эвэды-,ewedɨ,говорить,verb
13772,э̄вэл-,ewel,радоваться,verb
13774,э̄вэлдэвкэн-,eweldewken,порадолвать,verb
13776,э̄вэлдэвкэт-,eweldewket,доставлять.удовольствие,verb
13711,эви-,ewi,играть,verb
13717,эвикэчукэн-,ewikečuken,развлечь,verb
13718,эвикэчукэ̄т-,ewikečuket,развлекать,verb
13714,эвикэ̄т-,ewiket,играть,verb
13719,эвил-,ewil,начать,verb
13725,эвинэ-,ewine,пойти.играть,verb
13737,э̄врэ-,ewre,хрипеть,verb
13741,эвти-,ewti,есть,verb
13742,э̄вти-,ewti,реветь,verb
13743,э̄втыл-,ewtɨl,зареветь,verb
13747,эву-,ewu,чудиться,verb
13750,эвукэн-,ewuken,чудиться,verb
13751,эвукэт-,ewuket,опускать,verb
2650,гябна-,g'abna,рассыпаться,verb
2668,гя̄ман-,g'aman,иметь.друга,verb
2671,гя̄мат-,g'amat,дружить,verb
2674,гя̄нун,g'anun,подружиться,verb
2676,гя̄ӈа-,g'aŋa,визжать,verb
2677,гя̄ӈал-,g'aŋal,завизжать,verb
2651,гяв-,g'aw,повторять,verb
2654,гяван-,g'awan,рассветать,verb
2659,гявун-,g'awun,рассветать,verb
2660,гявунад-,g'awunad,заниматься.заре,verb
2140,ге-,g'e,разложить,verb
2145,геин-,g'ein,молчать,verb
2146,геин-,g'ein,состязаться,verb
2147,геинмэ̄т-,g'einmet,состязаться,verb
2153,геиӈчи-,g'eiŋči,молчать,verb
2155,ге̄лбэрги-,g'elbergi,становиться.чистым,verb
2159,гени-,g'eni,потягиваться,verb
2164,ге̄рэл-,g'erel,наступить,verb
2142,ге̄ван-,g'ewan,рассветать,verb
2390,гө̄б-,gөb,выговариваться,verb
2391,гөбдя-,gөbďa,охотиться,verb
2393,гөбэ-,gөbe,погружаться,verb
2398,гөбэнӈэ-,gөbenŋe,погружаться,verb
2397,гөбэнӈи-,gөbenŋi,погружаться,verb
2399,гөбэнукэ̄н-,gөbenuken,нырнуть,verb
2394,гөбэвкэн-,gөbewken,погрузить,verb
2395,гөбэвкэ̄т-,gөbewket,погружать,verb
2404,гө̄кэсэсэн-,gөkesesen,вырваться,verb
2406,гө̄лдэ-,gөlde,договариваться,verb
2407,гө̄лдэл-,gөldel,начать.переговоры,verb
2408,гө̄лдэмэ̄т-,gөldemet,вступать.в.переговоры,verb
2415,гөли-,gөli,класть.обглоданные.кости,verb
2418,гө̄м-,gөm,выговариваться,verb
2423,гө̄мэ̄чисэн-,gөmečisen,переброситься.словами,verb
2422,гө̄мэ̄т-,gөmet,переговариваться,verb
2420,гө̄мкэн-,gөmken,выпытать,verb
2421,гө̄мкэ̄т-,gөmket,выпытывать,verb
2425,гө̄н-,gөn,говорить,verb
2427,гө̄некэ-,gөn'eke,хромать,verb
2428,гө̄некэл-,gөn'ekel,захромать,verb
2434,гө̄нэ̄-,gөne,пойти.позвать,verb
2435,гө̄нэ̄с-,gөnes,сходить.позвать,verb
2440,гөӈэлбэн-,gөŋelben,ходить,verb
2436,гөӈгэргэ-,gөŋgerge,закоченеть,verb
2437,гө̄ӈи-,gөŋi,посылать.за.кем.то,verb
2441,гөпкэн-,gөpken,выглянуть,verb
2442,гөпкэт-,gөpket,показываться,verb
2446,гө̄стэ-,gөste,острить,verb
2402,гө̄вэ̄т-,gөwet,твердить,verb
2026,га-,ga,брать,verb
2027,габ-,gab,взиматься,verb
2028,габак-,gabak,колоться,verb
2029,габалан-,gabalan,растрепаться,verb
2030,габаласан-,gabalasan,топорщиться,verb
2033,габар-,gabar,колоть,verb
2138,гачир-,gačir,объедаться,verb
2043,гад-,gad,нереститься,verb
2054,гади-,gaďi,взять,verb
2055,га̄ди-,gaďi,полюбить,verb
2059,гадю-,gaďu,быть.на.равных,verb
2040,гагид-,gagid,веселить,verb
2064,га̄иб-,gaib,обмениваться,verb
2065,га̄илдука̄т-,gaildukat,обмениваться,verb
2071,га̄й-,gaj,обменять,verb
2074,га̄йма̄т-,gajmat,обмениваться,verb
2079,гакни-,gakni,отомстить,verb
2082,галба-,galba,распремлять.шкуру,verb
2088,гамат-,gamat,сочетаться,verb
2099,гара-,gara,обрубать,verb
2105,гарда-,garda,бросать.ветку,verb
2112,гарпу-,garpu,излучать.свет,verb
2115,гасам-,gasam,сползать,verb
2119,гасан-,gasan,привыкший.грабить,verb
2125,гасчи-,gasči,просить,verb
2127,гасчим-,gasčim,хотеть,verb
2130,гасчина-,gasčina,идти.просить,verb
2131,гасчина̄с-,gasčinas,сходить.просить,verb
2122,га̄сукан-,gasukan,взвесить,verb
2581,гэдэ-,gede,нанести.смертельный.удар.ножом,verb
2585,гэдэн-,geden,улетучиваться,verb
2576,гэгдемкэн-,gegďemken,нагнуть,verb
2577,гэгден-,gegďen,наклониться,verb
2580,гэгин-,gegin,соревноваться,verb
2586,гэйлин-,gejlin,приласкать,verb
2587,гэ̄л-,gel,проясниться,verb
2600,гэлэ̄-,gele,грустить,verb
2601,гэлэ̄-,gele,искать,verb
2604,гэлэ̄к,gelek,давай,verb
2606,гэлэ̄л-,gelel,грустить,verb
2608,гэлэ̄т-,gelet,искать,verb
2611,гэлэ̄тэд-,geleted,рыться,verb
2609,гэлэтнэ-,geletne,идти.за.чем.либо,verb
2603,гэлэ̄вкэ̄н-,gelewken,опечалить,verb
2590,гэлнэ-,gelne,идти,verb
2595,гэлнэ̄с-,gelnes,сходить,verb
2591,гэлнэвкэ̄н-,gelnewken,послать,verb
2592,гэлнэвкэ̄т-,gelnewket,посылать,verb
2596,гэ̄лумэт-,gelumet,не.давать.поймать.себя.олень,verb
2615,гэӈэл-,geŋel,воткнутый,verb
2616,гэ̄ӈэл-,geŋel,вытянуть.шею,verb
2617,гэӈэлэӈчи-,geŋeleŋči,сидеть.вытянув.шею,verb
2618,гэ̄ӈэмэ̄т-,geŋemet,задирать.голову,verb
2619,гэ̄ӈэн-,geŋen,хлопать.крыльями.гусаком,verb
2621,гэ̄ӈэрэн-,geŋeren,вытягивать.шею,verb
2630,гэрбэ-,gerbe,принять.за.кого.либо,verb
2631,гэрбэб-,gerbeb,называться,verb
2636,гэрбэлэ̄т-,gerbelet,называться,verb
2637,гэрбэмкэ̄н-,gerbemken,обратиться.к.кому.либо,verb
2638,гэрбэмкэ̄т-,gerbemket,обращаться,verb
2642,гэрбэн-,gerben,заготовлять.жерди.юрты,verb
2643,гэрбэӈ-,gerbeŋ,признать.не.своё.имя,verb
2644,гэрбэт-,gerbet,называть,verb
2624,гэрбу-,gerbu,именовать,verb
2625,гэрбут-,gerbut,окликать,verb
2176,гид-,gid,колоть,verb
2179,гидла-,gidla,метнуть,verb
2170,гиг-,gig,резать,verb
2184,гиин-,giin,молчать,verb
2185,гииӈчи-,giiŋči,молчать,verb
2186,гииӈчил-,giiŋčil,замолкать,verb
2188,гикла-,gikla,разведывать,verb
2190,гикли-,gikli,производить,verb
2194,гӣл-,gil,исчезать,verb
2195,гӣл-,gil,натягивать,verb
2197,гилбэ̄н-,gilben,привязать.оленя.с.зади.другого.оленя,verb
2199,гилбэ̄ӈчи-,gilbeŋči,связать.олений.цугом,verb
2201,гилбэргэ-,gilberge,становиться.чистым,verb
2196,гилби-,gilbi,подрубить,verb
2204,гилдэ-,gilde,распрямлять,verb
2206,гилка-,gilka,ныть.от.боли,verb
2211,гилрал-,gilral,остыть,verb
2213,гилралука̄т-,gilralukat,охлаждать,verb
2215,гилрэл-,gilrel,блестеть,verb
2216,гилрэлчи-,gilrelči,блестеть,verb
2219,гилрэлэсэн-,gilrelesen,заблестеть,verb
2221,гилрэнукэ̄н-,gilrenuken,блеснуть,verb
2223,гилта̄л-,giltal,белеть,verb
2224,гилталасан-,giltalasan,забелеть,verb
2227,гилтанялта-,giltan'alta,белитъ,verb
2230,гилтарга-,giltarga,белеть,verb
2231,гилтаргал-,giltargal,побелеть,verb
2234,гӣлти-,gilti,жевать.жвачку,verb
2239,гин-,gin,стихать,verb
2240,гӣни-,gini,потягиваться,verb
2242,гир-,gir,кроить,verb
2243,гӣр-,gir,спадать.мелеть,verb
2247,гӣрал-,giral,убывать.воде,verb
2248,гирам-,giram,топтаться.стаду,verb
2257,гирбэ-,girbe,смущаться,verb
2258,гирбэл-,girbel,смутиться,verb
2261,гирка-,girka,шагать,verb
2270,гиркал-,girkal,зашагать,verb
2272,гиркалука̄т-,girkalukat,отправлять.пешком,verb
2279,гиркасан-,girkasan,зашагать,verb
2280,гирка̄т-,girkat,разрезать.кусками,verb
2262,гиркава̄т-,girkawat,бродить,verb
2263,гиркава̄тна-,girkawatna,идти.гулять,verb
2264,гиркава̄тнас-,girkawatnas,погулять,verb
2288,гиркэ-,girke,стелить,verb
2289,гиркэб-,girkeb,стлаться,verb
2291,гиркэли-,girkeli,звать.в.компанию,verb
2281,гирку-,girku,сопровождать,verb
2283,гиркун-,girkun,шагнуть,verb
2284,гиркундавкан-,girkundawkan,ехать.быстрым.шагом,verb
2296,гӣси-,gisi,обходить,verb
2303,гитэрчи-,giterči,упрямиться,verb
2165,гӣв-,giw,выбивать,verb
2169,гӣвэсэн-,giwesen,вытряхнуть,verb
2307,глади-,glaďi,разглаживать,verb
2312,гобдя-,gobďa,промышлять.с.собакой,verb
2311,гобди-,gobďi,охотиться.с.собакой,verb
2310,гобгаркит-,gobgarkit,беспокоиться,verb
2316,гог-,gog,лаять,verb
2317,гогал-,gogal,залаять,verb
2383,гоюм-,gojum,получить.ранение,verb
2386,гоюн-,gojun,ранить,verb
2321,голаг-,golag,колоть.на.растопку,verb
2324,голдакла-,goldakla,ставить.подножку,verb
2325,голивэт-,goliwet,сооружать.для.останков.медведя,verb
2328,голли-,golli,заготовлять.дрова,verb
2331,гоӈаласан-,goŋalasan,запрокинуть.голову,verb
2332,гоӈалда-,goŋalda,запрокидывать.голову,verb
2333,гоӈаӈчи-,goŋaŋči,запрокинутая.голова,verb
2336,го̄р-,gor,линять.птицы,verb
2341,горал-,goral,удаляться,verb
2367,гору-,goru,удлиняться,verb
2370,госалу-,gosalu,быть.парой.в.отношениях,verb
2378,готал-,gotal,горчить,verb
2382,готови-,gotowi,готовить,verb
2457,границалат-,granicalat,граничить,verb
2461,грипптэ-,grippte,болеть.грипом,verb
2468,губгаркит-,gubgarkit,вздрагивать,verb
2469,губгэ-,gubge,ворчать,verb
2470,губгэл-,gubgel,заворчать,verb
2478,гӯдалта-,gudalta,сделать.более.высоким,verb
2479,гӯдамат-,gudamat,становиться,verb
2481,гӯдан-,gudan,вытягиваться,verb
2483,гӯдаӈчи-,gudaŋči,выситься,verb
2484,гӯдаран-,gudaran,вытянуться,verb
2485,гӯдараӈчи-,gudaraŋči,возвышаться,verb
2496,гудемэ̄т-,guďemet,любить,verb
2499,гуден-,guďen,ласкать,verb
2501,гуй-,guj,бодать,verb
